Actual_Sales,Predicted_Sales
3204,4127.0522
5332,5988.9277
4491,4591.568
5042,6065.5547
8137,6476.312
6007,6745.379
6390,6560.6177
10734,10075.971
4862,6580.327
10090,7958.573
11059,11007.354
7002,5868.677
4562,6034.7197
2736,4924.156
6121,6014.9546
4796,7316.333
5226,6006.7847
5663,6456.943
6417,6225.418
8839,6512.734
4469,5727.1104
3617,6452.8203
7062,5992.9746
3527,5504.9824
7482,6048.399
3946,5889.337
3454,5327.4688
5986,6153.8384
3307,5810.9907
5710,5641.587
6849,6230.7593
4660,6388.7466
5891,6128.2144
6723,6779.7896
6220,7301.31
3909,5886.4434
6454,6754.6987
8077,6507.339
5807,5418.943
3688,6556.936
4551,6528.9263
4699,6507.339
9020,8097.22
4920,6721.609
5342,6685.9595
3670,5783.367
5896,6048.7104
7487,6425.7515
4753,6524.6284
5816,5999.23
6944,6548.917
5264,5400.3457
5222,6254.629
16643,9783.293
4811,6932.7656
8702,6771.0386
3694,4961.5137
4353,6277.126
4181,5883.328
4013,5819.909
3242,5434.235
4352,5550.998
7378,6390.8184
17198,13709.582
7248,7377.6055
9875,7880.2354
8077,8180.864
9533,7622.9688
9270,8540.715
6777,7301.6133
3170,6280.324
4057,6283.8394
8663,7410.896
7806,7293.2837
6005,6540.71
7230,6042.691
7246,6681.237
3849,5690.1567
3380,5337.155
10098,7257.1074
3445,6263.3154
4227,6214.0693
5423,5806.0107
1633,5040.4526
11831,10286.654
8035,7989.065
10729,10524.678
5065,6687.762
4765,5976.9126
4016,5236.867
4344,5891.541
4563,5416.3125
5556,5917.149
6075,5740.5967
2976,6321.396
4130,5129.353
5785,6531.987
3521,6075.283
2625,4892.954
4627,5667.157
9876,9197.276
6501,5891.2266
16695,14358.42
3897,5445.4175
4834,6603.61
4987,6669.557
3645,4586.2905
3729,5127.176
4386,6194.28
4333,5188.845
4051,5182.3867
6531,5780.5854
5612,6606.3545
3518,5362.1675
7411,6239.5244
3681,4587.6987
5460,6475.443
4285,5317.505
7082,6605.8506
6609,7038.6973
7843,7593.1836
4262,5295.641
5612,6369.761
3941,5220.9517
3729,5470.7925
5267,6533.997
11027,9483.167
7819,7731.907
5879,6760.021
4493,6331.7354
5358,5691.3667
3532,5094.4673
7323,7328.8267
3509,5632.2295
11099,9033.931
4008,4606.5215
3743,5941.7803
5455,5392.672
9787,7535.027
6104,6764.418
4292,5699.98
5171,5287.512
4579,5712.142
7349,6131.7876
5683,6101.3447
5231,5284.9893
3236,5031.9805
7566,6490.1846
4463,4846.009
3620,5041.056
4876,5515.441
6809,6326.488
4972,6492.818
5520,5957.4404
8190,6295.2334
7578,6250.442
6030,6530.892
5491,6688.888
3388,5577.448
6002,6456.9917
4602,5377.079
3927,5531.01
6763,5907.8555
7126,6283.2896
5264,5938.7275
7712,6896.835
4039,6644.182
4695,5622.117
8269,5691.9365
5626,5879.877
4293,6422.304
5227,5643.1064
7502,6153.3125
5114,6127.131
5178,5224.859
4147,6319.4536
7640,7095.6543
5535,6166.0996
4382,5602.4326
9060,8068.484
3752,5022.8916
2942,6391.577
6706,6577.154
8286,6718.5425
5495,8068.714
3915,4977.08
5023,5893.1963
5586,5829.381
3092,4768.2935
4918,5311.45
6657,6770.14
4894,5975.303
4993,6029.0366
5014,5632.737
5596,6382.1
2949,4272.8115
3994,5558.873
5534,5977.5825
4639,5122.4536
3671,5253.341
6449,6037.882
6367,6382.747
2725,5422.8477
4115,5611.7676
6908,7100.6543
4555,6726.613
7151,7052.83
7194,6725.4263
4126,5881.839
4848,5676.6826
4613,5853.586
6695,6784.6973
4979,6652.0737
7861,6468.8423
3918,5513.981
6070,8047.26
7688,6714.041
4763,6497.476
8588,6931.678
4129,5755.3774
2360,4677.777
10475,8314.574
9082,7151.555
5486,6591.065
6432,5307.53
5656,5491.0835
6010,8049.113
3230,4010.645
6211,6222.8506
3905,5313.837
8002,7264.32
5376,6067.676
4328,5795.094
6838,6551.578
3986,5179.3535
5847,7044.7935
8287,7842.188
12556,8590.855
8493,7126.104
2819,5961.6978
3831,6350.1216
3822,5479.5493
2691,3806.2456
8623,8543.837
6030,6620.636
5251,5490.426
7470,6548.106
8574,5944.349
3490,5574.14
5983,5765.0435
4872,5722.8223
8909,8950.56
3598,5635.994
5852,5388.1562
5550,5698.201
4162,5810.3325
7208,6232.086
4594,5939.126
5362,6750.693
7715,6584.3247
8061,8551.657
4937,6688.7935
5296,6621.866
5549,6458.306
8894,8201.3545
3653,5065.9424
4291,5492.371
8543,7428.531
7815,6708.2754
7608,6374.708
4839,6234.9463
14917,12452.808
4668,6218.51
3880,6469.1436
3854,6301.9614
4291,5624.489
7697,6994.276
7346,7464.8613
5801,6013.6406
4808,6633.1626
6657,6862.6997
2883,5690.4937
5774,5949.7676
6402,5958.668
3818,6580.4316
6243,6881.791
4652,5769.4824
4543,5529.9814
4069,5740.719
3658,5142.5674
3747,4949.2773
7495,6402.2188
6716,6806.6836
9255,7186.498
12777,14242.308
4324,6228.0713
3995,5692.532
5403,6253.6387
6911,6757.4707
6973,5722.5757
2652,5914.2524
5043,5927.3237
3339,4933.429
6590,7095.08
4945,6224.1274
5723,6723.3677
10387,8960.62
9397,10865.996
5940,6309.65
5975,6554.694
2218,5258.9272
6003,5766.9097
4512,4847.882
8335,6087.486
4372,4908.435
2537,5546.0303
4637,5381.9697
6136,5791.7163
5285,5746.7847
3649,4741.8267
3981,5710.1396
6460,6357.2217
6400,6393.7944
5102,6273.169
2846,4198.7026
8893,7709.969
15456,10043.849
2739,5287.1885
6388,6544.884
5603,6381.1533
5658,5835.7783
3137,5083.2495
3090,4531.7993
2639,4739.0767
5833,6378.493
3052,4483.2446
6559,6166.882
8178,7689.76
5145,5153.713
4029,4162.8774
5898,6053.4463
5283,5696.058
3926,5344.492
6030,5444.078
4546,5476.7817
7809,6983.7427
5920,6197.786
7740,6848.7554
5003,6178.224
3559,5299.609
5293,5587.832
4761,6016.7153
7074,7025.7607
7303,6610.7437
5193,5699.37
22214,17931.498
4558,5378.749
5338,6565.4814
9877,8258.782
5533,6822.145
5854,6787.6465
4866,6700.5586
3872,6140.5557
4289,5952.7446
7199,7091.6943
10681,10157.426
4366,5620.063
4178,5275.5894
5619,6659.301
9074,8693.325
6057,5515.616
3909,5553.905
4986,5263.482
3898,5460.4233
4599,5738.014
2994,4448.4375
6682,6666.486
4559,5404.5806
6205,6356.3984
2886,3078.884
17868,13413.502
8115,8551.301
3099,4550.0312
4815,5937.902
8122,6923.382
5304,6644.9185
4349,5776.6763
6775,6865.5425
4718,6100.2124
4725,5964.1704
3805,4426.9487
7321,6295.583
5975,6019.4287
5378,5283.27
5001,5581.5645
6230,6010.912
4393,5651.9883
6345,6716.961
4276,6118.6313
3146,4672.2847
7633,7372.72
8365,6981.459
4229,4332.486
6544,6837.8457
5151,5761.269
3689,5918.7407
9117,6753.011
4367,5513.853
6263,6007.4697
4880,6210.9756
8435,6783.4995
3644,4341.6187
4329,4954.6846
4777,5475.0073
6223,6541.8477
5235,5847.244
6670,7093.5537
3640,4782.7773
5630,6408.175
3246,5039.818
5013,5767.7393
4334,4954.6846
3741,6255.0483
3842,5416.6147
5798,5806.7324
5438,6215.279
6798,6248.6265
3352,4482.1694
4294,6013.965
6066,6557.686
7087,5566.198
4637,6356.8525
7663,6539.142
7813,7004.6367
5480,6797.1777
2240,4973.486
5883,5636.419
4747,5234.4727
4594,5745.476
6837,5782.915
4259,5227.6064
11556,7044.062
5401,6305.536
8082,7426.7866
10107,7426.7866
4611,8042.413
3650,4801.4106
8009,7597.871
4386,5967.5435
8399,7462.5977
4487,6331.2905
7756,6423.9917
8062,7762.644
6132,5874.6704
3985,6085.987
6673,5661.4487
4515,5002.28
4581,5227.143
4649,6470.063
9344,6470.063
6070,5718.918
4771,5785.0806
4050,5420.7563
7580,5699.8623
5452,6172.169
5335,5614.5566
4862,6921.545
4984,5680.2827
5521,6585.345
2768,5936.313
6677,5690.949
6224,5897.232
6167,5854.5376
4902,6136.889
6485,6038.038
5802,6659.993
7940,6877.4194
5361,5607.086
5711,6320.637
3798,5300.023
5092,6289.921
5952,6173.2207
6071,6169.4316
3062,5309.9526
4150,4536.3027
5684,5634.3574
4370,4936.8525
4752,5220.495
6363,6312.0376
6257,6286.4746
4044,4828.447
4555,5684.931
2708,5706.725
3508,4246.198
5973,6371.5522
4737,5357.144
6015,5845.6494
5537,5869.3384
5819,6238.1353
5361,5789.8677
8035,7799.6533
7270,6498.493
6022,7402.3228
3597,5563.3
8819,6229.436
6238,6109.1084
2354,4112.0522
3115,3616.11
5720,6265.34
3090,5062.4014
4017,6574.2593
9362,8220.852
6797,6136.547
5297,5856.4253
3345,5491.1997
5804,6538.9155
5558,5189.9585
6403,5869.597
5698,6508.785
6873,6234.2183
8810,8327.646
3624,5840.0044
9080,6540.196
4676,4669.2935
5713,5872.932
3754,4676.8027
4013,5382.6934
5558,6022.372
5329,4711.779
5519,5310.534
6686,6546.7783
3749,4627.472
8198,6316.9688
4736,5856.057
4299,5865.306
3762,5019.7373
8276,6536.466
6433,5153.0723
4466,5408.32
4130,6705.688
7966,6276.8535
3442,5240.5566
5372,5412.93
4318,6331.409
5200,6462.1577
3488,4702.297
4597,5322.1567
6223,6979.955
5666,6610.217
4671,6552.1855
3257,4181.5996
11602,10357.181
4719,6307.0596
3977,5338.8145
6410,6549.639
9296,9492.304
7030,7816.973
8210,8316.668
7556,6646.5083
4604,7170.27
5517,6028.364
5168,6067.519
6698,6304.4365
7889,7178.6045
8930,10494.919
3420,5175.902
4556,5305.317
2787,3394.0918
3935,4381.6025
7317,7975.244
12719,8279.022
4992,6015.5435
3915,4984.745
4152,5886.6665
5626,6509.719
5639,5847.0034
5879,7166.8105
7032,6356.0034
5204,5766.089
3456,5145.36
7456,6614.9976
4548,6249.983
6891,6715.5015
6456,7336.887
4264,4959.5356
5560,6785.0347
3301,5091.174
5485,6167.6475
5880,6555.98
6066,6277.0
6972,6770.7153
5373,5772.7026
6835,6603.816
2567,5719.2983
5603,6043.7837
5829,6733.1333
6509,7005.147
5813,6702.8125
5548,6631.362
5178,5774.1196
3741,5128.602
7613,7018.8223
3370,5367.0044
10438,7607.019
5015,5566.649
3690,5238.995
4175,6035.9443
5256,6530.9116
4767,5855.3047
6546,5909.5806
5589,7030.3315
4065,5325.875
10805,7750.9365
2196,3964.4822
4063,4657.5137
4737,5895.0986
7435,6768.395
8487,7186.9004
4941,5762.1904
3246,5801.787
5363,6164.569
7183,6515.0967
8265,5820.7324
5002,6135.842
3503,5057.5166
8871,8596.088
5328,5868.816
6956,6963.633
9908,9751.926
7295,7344.5405
3808,4363.284
3819,4380.1597
3532,5211.3403
8979,8969.671
4671,4964.9805
4839,7237.467
4517,4769.92
7837,8152.053
5879,5942.1455
3253,5039.6636
4684,4816.917
2469,4238.8354
3980,4535.4478
4616,5269.3936
4594,4870.8354
4186,4563.727
3219,4231.994
5230,5194.6587
8747,8347.808
5093,6500.674
17082,19163.781
4320,5814.675
2952,4167.574
3516,4633.719
5399,5390.6396
6390,7451.3203
3280,4011.6848
5156,4980.735
6465,7624.378
5039,4981.6636
4799,5809.3037
4184,4400.5645
6148,6733.029
5433,6530.219
3042,4063.6892
4302,4487.977
4718,5591.285
5788,6090.14
4358,5654.9214
4575,5295.2563
4755,5668.7754
7032,5846.385
3114,4580.1694
3535,4171.6064
4207,4838.2065
6906,7496.9487
11796,7643.795
4441,5380.478
6893,6161.437
4477,4884.169
4441,5844.1167
5420,4896.28
4202,5214.726
2938,4348.135
7435,6890.3813
6436,5911.5215
5884,6851.1206
7671,7206.1533
4812,5381.844
3828,4735.1123
3026,4578.6416
4235,4638.6206
2982,5515.7466
7923,8032.329
5269,5163.7656
3585,4601.96
3957,4310.9585
3363,4476.5127
5104,6275.3906
3520,3337.1284
4983,5680.622
2825,3966.8757
4525,5433.172
5564,5995.04
4340,4911.116
5007,6033.0273
2468,4512.214
5292,5943.063
8025,8103.883
3809,5335.685
3892,5008.8633
4849,6164.1436
2722,5999.9487
5649,4581.7085
4393,5553.92
6902,8024.024
3695,4962.5713
4328,5299.6543
6014,6239.9814
5145,6704.1855
7912,6947.35
4391,5636.1777
6318,6691.122
2851,4632.553
4144,4888.6357
5194,5116.334
4224,5857.0366
6171,6859.646
4939,5920.5674
2378,3796.0955
4291,3896.4878
6137,5699.122
4559,4976.046
5774,7262.0806
3171,4720.886
9666,8782.646
4782,6577.588
3600,4983.0024
5186,5162.696
4775,5207.4663
4209,5280.222
6262,6059.953
3489,5063.4595
3707,4972.77
4697,5576.817
5204,5308.7764
5467,6039.114
4115,5060.371
4956,5692.2715
2958,5043.354
3123,4989.8447
6117,6065.5356
5059,5739.902
4392,6206.6875
8284,7230.0215
7016,6060.1787
5585,6560.5806
8094,6975.8213
4998,5590.758
3842,4692.5015
4869,5636.7285
5129,5332.2246
5707,5361.05
3453,4806.731
4415,6020.564
6491,5750.336
2945,4506.7515
5492,5865.2075
4689,5520.899
5268,5612.689
3700,4773.2876
4332,5630.9517
6636,6177.2163
3945,5293.423
9766,7939.4233
7040,5596.781
3651,4714.4087
4415,6123.649
8728,6103.082
4085,4132.1953
4496,4172.062
3835,5384.3906
5879,5432.036
4233,4918.184
4088,5262.6245
2674,5578.749
5727,6088.707
5902,6981.0376
5238,6088.707
5606,6254.063
3912,5445.651
3718,5002.3696
4773,5360.4326
6434,6478.3013
6745,6036.5806
5295,6115.451
5440,6353.483
6912,5766.48
3780,5536.87
5523,6412.288
4637,6079.464
4325,5825.5107
5240,5964.8027
6265,6614.745
4649,5525.2354
6285,5735.7104
7300,6238.2925
5631,6058.3438
4829,5993.551
4192,5499.183
5582,6040.981
4745,5673.9043
5612,5356.962
4601,5598.3267
3496,4592.7964
4089,5475.8145
6708,7410.2217
5280,5917.5537
6411,4845.7627
4180,5106.523
6929,6009.9077
5250,5613.1426
6266,6160.679
4413,5529.973
4084,5033.907
4388,4559.255
3195,4896.7056
7854,6558.6133
5186,6229.35
5159,5817.006
4655,5705.132
3092,5275.321
3509,5076.471
5367,5662.8633
4591,6195.369
2730,3769.477
4859,5187.511
3041,4837.3877
6802,5848.053
5925,5218.033
6307,5104.532
4266,6553.14
3986,5453.8384
3742,5326.217
7417,8278.368
3919,4769.986
4382,5146.968
1893,3734.4492
5104,5792.677
6657,5218.033
3731,4796.051
3707,5481.4785
4121,5550.661
4179,5176.622
5483,5468.4834
5708,7231.5186
8140,6237.382
2000,3489.955
4800,5740.2163
1970,3438.6428
10886,7627.879
3973,5177.1367
5344,6072.406
6260,5931.1953
3733,5013.765
5633,5442.855
3263,4571.19
4334,5018.4053
2664,4920.8013
3887,4392.751
3969,4839.306
3929,5183.661
4741,5621.8
3926,5835.062
3909,5137.845
6668,5747.353
4273,5539.827
6205,5797.3975
6757,5548.6514
5296,5828.275
2680,5082.363
2024,4454.909
7489,6581.829
7228,6561.523
4584,5172.95
5561,4817.6934
4299,5109.6626
5882,5875.096
3148,4334.8447
3499,5027.0176
4448,5134.8145
3051,5153.6963
4835,5881.5146
3351,4734.852
6319,6803.476
5926,5467.245
5990,6256.884
6233,8421.2705
3972,5333.123
4542,5689.8677
14985,11176.714
7382,7691.6875
3953,6391.7227
1835,3584.598
3742,5814.7246
7344,7530.6055
5069,5757.684
3997,4614.367
9194,10679.573
5323,6474.012
9313,8208.702
16319,14532.328
2295,5692.6504
5627,5624.2114
3782,4663.798
4361,5738.167
7355,6405.304
3252,4839.9565
6718,8459.966
6658,5816.279
5416,6006.0117
5308,5485.2773
4330,5691.9746
3222,3789.486
5898,5345.3
3232,4621.0728
4492,5495.6787
5472,5590.538
5114,5998.697
4714,5216.3433
5043,5424.838
3557,4977.7363
5010,5684.745
3476,4560.7715
3571,5153.461
3833,5070.6436
6292,6052.3657
3721,4980.326
4935,5275.586
5102,5220.2656
5477,5441.3296
4874,5104.1284
4115,5653.786
4262,4646.901
3822,5347.797
5996,5120.736
5294,5292.2065
5402,6519.705
3898,5576.715
4772,6241.9023
4097,5324.21
2116,4993.5493
4782,5705.9526
5839,5473.2554
2996,4772.7944
3917,4539.53
2278,2852.0254
6980,5644.1206
4817,5611.4575
7170,5770.6064
5017,6139.4854
4335,5321.353
5218,5393.193
4139,4801.9614
3126,4727.225
7799,6334.5205
3999,4960.766
5439,5976.5605
6291,6581.128
11881,11032.948
3629,5445.541
4036,5091.92
5323,5795.4907
4475,5008.015
7282,5915.2686
3254,4449.83
5423,5922.2593
3743,4325.445
6037,5022.891
2845,4658.257
5512,5618.1255
2995,4706.6187
7644,7124.9834
3479,4803.167
11062,11940.657
10760,10269.566
4540,4898.952
6263,6143.4907
4428,5372.073
4665,5844.176
3759,6196.423
8455,6727.901
5050,5562.719
6035,7020.8735
2981,5490.5215
5131,5965.501
3309,5092.3945
6725,6716.3784
11017,5930.9434
5361,5513.124
3866,5378.9673
5203,5563.2485
4305,5478.0024
6292,5916.331
7979,7339.4995
3515,5567.42
5607,6160.8022
7265,6517.657
5729,5690.0127
5214,6123.6406
3681,5572.258
6274,7858.466
5598,6456.9434
2428,4689.154
3652,5292.696
4422,5475.455
3516,5463.9297
6015,6108.0293
5701,5614.224
5535,5448.422
5024,5533.0176
6527,6135.0024
2794,4982.1494
5439,6357.9634
5998,7460.6406
6211,6893.899
5743,6696.2656
4650,6114.908
3041,4085.7737
12069,9540.378
7306,8701.347
5109,6239.266
14691,12373.754
6411,7634.8633
4273,5709.691
5457,6080.0356
6087,6791.1895
7754,8221.346
8350,8232.391
8372,8573.158
4466,6268.084
6112,5641.6445
3751,5034.9424
5876,6325.2017
3493,4528.789
8976,8281.87
3689,5738.3774
3401,4830.049
3992,5087.901
6014,7054.6616
5292,6079.1484
3424,5073.0747
6410,5734.598
3686,5262.411
3395,4479.628
3263,4977.1816
2591,4564.5547
3349,4262.7417
3708,4590.377
3583,5233.0713
6044,6381.342
6384,7045.2734
5519,6422.288
5102,5320.913
4638,5471.2046
8412,7967.4546
6288,6882.5146
5297,4734.3584
4306,5001.7563
3558,4426.001
7421,6735.5273
3612,5020.9224
9502,8008.675
5163,4978.165
2857,4582.6436
3852,5312.866
5967,7228.4844
4971,5324.66
3729,5758.742
5328,5994.2915
7353,6069.454
9882,7002.0913
4476,5604.958
6973,6136.7827
2589,4410.6816
3482,5106.515
3647,6260.5063
3308,5689.334
5033,5650.9355
4014,5158.656
4565,5178.8677
2786,5409.414
4362,5437.835
7270,6510.3057
6833,7052.4844
3654,6060.2812
4597,6343.408
6094,6284.134
9889,7599.9966
6414,6174.968
4348,5487.097
4148,6107.5596
5011,6713.8447
4383,4837.6577
4138,5744.7036
4738,6450.839
3022,5883.5625
5161,5551.005
7332,7180.6035
2895,3974.3105
3501,5099.83
4512,4438.828
5104,5906.3477
7761,5852.1353
4341,5909.5376
5842,6319.094
10844,9966.295
3941,5722.611
7872,7151.563
9760,10681.997
5270,5251.9053
4051,5177.0034
3007,4744.3164
5187,5398.1055
4787,7136.4937
4747,5390.013
4929,5818.724
4994,5389.5767
8374,6317.5947
3638,5531.971
3193,5595.104
4970,5364.913
4650,5263.459
5203,5828.4893
2930,5053.4956
2928,5167.3804
4850,5317.997
2626,5569.4673
5702,5503.1123
6140,6084.749
4281,5552.9053
5274,5968.126
5492,6029.7036
6254,7809.0483
3955,5269.672
5538,5918.8574
7108,6286.3623
5683,5272.932
3400,5749.926
3765,5693.085
4102,6286.3623
8976,7888.1484
4162,5903.8667
5083,5853.617
3561,5588.228
5913,5888.622
5889,6194.6294
4164,6383.7734
4565,5849.543
6902,6317.795
4305,5240.2573
4491,6036.0566
15624,9170.953
3764,6160.8047
6885,5935.1973
4447,4841.096
4162,6226.6035
3653,5031.2324
3822,4933.34
2996,5203.113
3716,4941.7524
6259,5554.977
13673,12969.623
6196,7211.827
8230,7044.394
8164,8051.66
8592,6787.1274
7848,8431.041
6084,6483.871
3447,6125.324
3975,6043.1973
8993,7224.997
7217,7062.1616
4784,5962.872
7090,5843.357
5800,6450.1147
3889,5560.513
3624,5191.144
9413,7111.0967
3265,5452.848
3993,6028.1704
4971,5656.3237
1777,4452.4634
11797,10322.76
7758,7927.2866
11078,10421.448
4530,5851.921
4850,5141.0713
3713,4916.189
3684,5085.963
4862,5095.6343
5596,5746.0234
4396,4978.41
3521,5549.435
4092,4772.2056
5353,5781.901
3195,5787.0566
2324,4653.711
4831,5050.3857
8573,8339.562
5294,5285.6675
15353,14350.685
4655,5220.252
4214,5767.7686
4140,6393.5103
3421,4307.802
3763,4539.1865
3270,5358.4385
4286,4949.602
3826,4894.16
5119,5075.7734
5598,5719.047
3186,5182.046
6948,5571.2866
3683,4362.533
4322,5915.4077
3811,4996.8267
5388,6061.2285
5502,6367.8247
9008,7302.123
3758,5119.6724
5441,6134.4077
3450,5034.5815
3483,4887.3926
4767,5697.3955
10862,9140.373
6059,7106.4062
4751,5883.926
3512,5444.4277
4684,5423.5615
4291,4908.097
9085,7144.677
3084,5445.8594
9510,8682.986
3268,3944.3284
3855,5706.427
4545,4722.5186
7020,6677.227
4857,5893.8125
2813,5037.232
4628,5101.142
4806,5490.721
5405,5469.0396
5111,5438.5967
5015,5098.619
2770,4810.559
6637,6316.813
3598,4659.6387
2757,4868.7637
5674,5327.469
4547,5444.67
4326,5964.457
5426,5830.192
7319,5636.37
6784,5982.6367
4916,6261.4854
4466,5807.0703
3356,5391.078
5799,5575.174
4257,5043.828
3326,5263.2046
5716,5722.3667
5922,6013.883
4917,5811.479
6298,5993.142
3664,5740.4893
4392,5354.312
5822,5033.073
5702,5693.507
4022,5540.4863
4915,5456.7363
5632,5490.5645
4522,5471.9087
3961,5071.3877
3149,5649.3003
6505,6213.8364
4896,5503.3516
3871,5414.461
8789,7186.666
3916,4988.004
2646,5599.2603
5493,6341.8003
5904,6105.1743
8444,7762.0454
4156,4821.155
4233,5623.7896
5050,5190.7285
2529,4591.5347
5037,5125.08
6035,6534.7866
4586,5896.1445
4243,5316.927
4845,5128.4067
4754,5704.725
2774,3895.669
3927,5166.77
4754,5298.4536
4395,4871.3125
3492,5126.0923
5502,5308.047
5408,5859.8955
2896,5153.441
3204,5036.5054
6958,6865.301
4357,5886.3496
5925,6209.9414
6197,6175.1553
3504,5269.233
5529,5490.3125
4095,5585.781
5176,6295.2656
4414,5820.3975
5147,6282.472
5679,5327.611
5620,7418.607
5296,6090.222
5027,5862.367
7060,6788.877
3906,5265.946
2348,4642.889
10306,8630.741
8198,6951.8403
4063,5798.8823
6605,5135.2373
4733,5272.731
5557,7206.224
2878,3792.2922
5147,5610.244
3899,5078.4834
6720,6421.431
5560,5832.3223
3951,5175.16
5894,6250.789
4044,4986.0107
6180,6744.0044
7742,7155.8306
11642,8391.142
6847,6860.267
2454,5749.517
4324,5811.1406
3752,5278.233
2731,3570.8926
7912,7770.9956
6393,6477.835
3757,4893.2383
6630,6266.956
8475,5751.0063
3013,5096.005
5341,5179.0684
4757,5521.506
9078,8607.769
2918,4818.57
4781,5198.0522
3735,5101.0137
3948,5224.389
6229,6059.7935
3277,5109.737
5945,6479.154
5832,6326.655
7753,8316.306
4524,5895.2007
5893,5828.2734
5083,5675.926
7450,8232.143
3367,4866.2275
3692,4756.2793
6875,6654.345
7007,6180.014
7495,6184.604
4458,6025.448
13164,12219.315
3396,5983.1562
3344,5730.7544
3574,5734.1436
4559,5389.1353
6083,6255.8867
5425,6726.472
4387,5471.6567
5141,5852.0117
6331,6124.3105
2612,5489.1772
5288,5750.0527
5538,5791.4463
3853,5842.0425
5787,6221.075
4274,5227.4985
4068,5291.021
2781,5198.7354
4078,4970.275
3836,4776.985
5982,5714.5356
6295,6228.1807
7962,6677.561
11509,13580.756
3848,5970.4014
4093,5392.7446
4972,6018.285
6269,6453.0293
6859,5506.3623
2809,5165.263
4685,5266.2656
3372,4685.4385
6333,6984.3394
3888,5449.5996
5196,6547.7334
9596,8662.972
8049,10664.891
5192,6086.476
5092,6430.4277
2385,4431.143
5946,5531.556
4649,4800.6567
5937,5312.958
3848,4344.782
2219,4771.5024
4303,5192.861
5003,5640.308
5194,5645.314
4059,4601.715
4032,4935.612
5532,5593.9062
5530,6121.665
3829,5533.376
3221,4024.4375
6965,6935.4414
13504,9766.743
2735,4987.938
4946,5770.356
5522,6163.3384
5286,5268.868
2725,4527.6953
2449,3779.8386
2812,4187.407
5790,6079.243
2454,4267.0312
5939,5949.067
7340,7392.1113
4523,4598.1587
3921,3700.2458
4724,5786.325
4413,5140.504
3085,4592.5327
4704,5008.981
4473,4999.1455
6891,6761.609
5900,6037.813
6689,6728.3657
4706,5426.2646
3594,5089.7676
5463,5032.278
5043,5800.502
6237,6387.2705
7436,6438.32
4559,4998.1167
23064,17823.46
4285,4827.0796
5186,6336.8022
8188,7961.1343
5334,6605.9316
5280,6470.359
4068,6327.7153
4404,5872.03
3812,5664.926
6183,6792.4443
8456,9814.635
3541,4868.1035
4486,4971.047
4680,6360.051
10828,8504.534
4695,4960.062
3660,4801.946
4518,5008.023
3523,5244.21
4861,5521.801
2057,4075.5928
6031,5914.5264
4250,5052.3467
6761,6167.6074
2269,2810.7642
11783,11412.916
7096,8032.242
2865,4333.818
3841,5293.822
6785,6624.132
4929,6123.0176
4406,5518.28
5992,6016.877
3950,5473.1387
3738,5123.685
3636,3833.5227
7210,6338.945
4036,5385.9336
3900,5027.811
6330,5365.351
4797,5377.417
3456,5435.775
5076,5989.147
3664,5240.758
2419,3937.7517
7396,7075.072
6641,6785.913
3694,4143.695
6078,5997.3604
4379,5117.1885
3526,5037.916
7399,6044.185
4225,5217.4365
6241,5818.6787
4170,5370.4907
6932,6542.7646
3186,4125.4053
3783,4738.471
4082,4830.9272
7624,6683.3613
4503,5647.074
5855,6316.896
2750,4138.6973
5762,6108.925
2983,4804.4644
6450,5207.3457
3798,4738.471
3354,5414.563
3509,5206.7734
5602,5483.6504
4876,5642.9385
5685,5604.5464
3404,3909.8281
4105,5796.15
5770,6268.604
6116,5379.1675
5397,6121.499
6070,6303.7886
6943,6763.902
5097,6506.117
1906,4083.068
5055,5550.4565
3779,4540.4604
4779,5586.1763
5859,5485.2666
3643,5006.1855
8476,6417.443
4379,5702.935
8816,7191.433
8298,7191.433
5093,7699.624
3254,4585.1973
6888,7300.222
3937,5193.6606
7675,7245.2627
3659,5581.2397
6978,6202.571
7826,7012.5933
4165,5175.3257
3996,5850.6333
5250,5443.634
3603,4790.035
4041,5010.9297
4098,6281.272
9072,6281.272
5244,5135.5723
4188,5563.6597
3833,5263.534
3741,5167.5605
4803,5422.118
5702,5389.675
5338,6206.229
4534,5441.6255
5707,6248.977
3410,5719.804
6509,5592.76
5454,5658.5747
5289,5615.8804
4151,6134.5615
5917,5771.1963
4792,6113.2217
7132,6721.799
3727,5145.1523
4968,5570.5864
3757,5216.8687
3822,5539.87
5014,5478.516
5572,5948.871
3507,5047.463
3412,4380.682
6429,5409.4756
3713,4808.6543
4444,5063.273
5890,5612.693
4691,5536.424
4180,4702.0093
4653,5397.1123
2578,5163.042
3451,4090.5774
5168,5831.017
4429,5132.262
6139,5677.5625
4989,5378.569
5123,5488.0845
4821,5371.634
9406,8238.755
7312,6251.872
6138,7266.254
3798,5393.961
9032,6015.8604
5777,5667.858
2422,4070.116
3019,3487.9114
5267,5824.0894
2687,4681.748
4070,5872.176
9259,7985.498
6952,5897.889
6165,5757.7183
3646,5318.958
4827,5788.8647
3994,4952.903
4974,5712.375
5142,5758.7344
5610,5808.1216
8731,8092.294
3691,5363.7046
4831,5840.851
4296,4534.469
5783,5652.3716
3880,4449.9287
3977,5227.0728
3961,5529.5815
3778,4583.5806
4816,5154.9136
6083,5796.7275
3701,4471.8516
6841,5826.199
4697,5375.8726
3333,5115.2554
3578,4839.708
6826,5845.4478
6580,4864.1855
